PHY_IDENT,HabClass,BC_CLASS,EXP_BIO,SHORETYPE,ESI,ORI,TRSH,DUGR,SPZO,BLLI,WHLI,YELI,BARN,BLMU,GRAL,BRAL,SURF,EELG,SOBK,ROCK,DRKE,BUKE,CMECS_1,CMECS_2,LENGTH_M,Slope_calc,SHORE_PROB,LOST_SHORE,Wave_Dissipation,Orient_dir,Tidal_height,CVI_Rank,REAL,ALAR,DABK
04/02/0252/A,50,2,P,2,8A,4,NA,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,P,C,NA,NA,S1.1,S1.2.1.1,222.932,46,NA,NA,Collapsing,W,7.3,Low,NA,NA,NA
04/02/0253/A,50,3,P,3,6B,5,NA,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,C,C,NA,NA,S1.1,S1.2.1.2.1,275.171,36,NA,NA,Plunging,W,7.3,Low,NA,NA,NA
04/02/0254/A,50,3,P,3,8A,5,NA,NA,NA,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,NA,NA,S1.1,S1.2.1.2.1,891.022,26,NA,NA,Plunging,NW,7.3,Low,NA,NA,NA
04/02/0255/A,51,6,P,6,9A,5,NA,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,C,C,NA,NA,S1.2.1.2.1,NA,193.209,8,NA,NA,Spilling,N,7.3,Low,NA,NA,NA
04/02/0256/A,50,1,P,1,8A,3,NA,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,NA,NA,S1.1,NA,318.849,68,NA,NA,Surging,N,7.3,Low,NA,NA,NA
04/02/0257/A,50,3,P,3,8A,5,NA,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,P,C,NA,NA,S1.1,S1.2.1.2.1,426.646,36,NA,NA,Plunging,NE,7.3,Low,NA,NA,NA
04/02/0258/A,50,6,P,6,5,5,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,NA,NA,S1.2.1.2.1,NA,826.551,28,NA,NA,Plunging,E,7.3,Low,NA,NA,NA
04/02/0259/A,50,6,P,6,5,5,NA,NA,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,NA,NA,S1.2.1.2.1,NA,973.646,22,NA,NA,Plunging,E,7.3,Low,NA,NA,NA
04/02/0260/A,50,3,P,3,5,5,NA,NA,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,NA,NA,S1.1,S1.2.1.2.1,372.076,26,NA,NA,Plunging,SE,7.3,Low,NA,NA,NA
04/02/0261/A,50,6,P,6,5,5,NA,NA,N,N,NA,NA,NA,C,NA,NA,NA,NA,C,C,NA,NA,S1.2.1.2.1,NA,200.35,31,NA,NA,Plunging,SE,7.3,Low,NA,NA,NA
04/02/0262/A,51,6,P,6,5,5,NA,NA,N,N,NA,NA,NA,C,NA,NA,NA,NA,C,P,NA,NA,S1.2.1.2.1,NA,1185.151,36,NA,NA,Plunging,SE,7.3,Low,NA,NA,NA
04/02/0263/A,51,6,P,6,5,5,NA,NA,N,NA,NA,NA,C,NA,NA,NA,NA,NA,C,C,NA,NA,S1.2.1.2.1,NA,224.107,26,NA,NA,Plunging,E,7.3,Low,NA,NA,NA
04/02/0264/A,51,6,P,6,5,5,NA,NA,N,NA,NA,NA,C,NA,NA,NA,NA,NA,C,C,NA,NA,S1.2.1.2.1,NA,79.565,26,NA,NA,Plunging,E,7.3,Low,NA,NA,NA
04/02/0265/A,51,7,P,7,9A,5,NA,P,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,C,NA,NA,S1.2.2.2,NA,59.148,8,NA,NA,Spilling,S,7.3,Low,NA,NA,NA
04/02/0266/A,51,6,P,6,9A,5,NA,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,C,C,NA,NA,S1.2.1.2.1,NA,42.663,4,NA,NA,Spilling,S,7.3,Low,NA,NA,NA
04/02/0267/A,51,2,P,2,8A,4,NA,NA,NA,N,NA,NA,NA,C,C,NA,NA,NA,C,C,NA,NA,S1.1,S1.2.1.1,90.009,36,NA,NA,Plunging,S,7.3,Low,NA,NA,NA
04/02/0268/A,41,2,SP,2,8A,4,NA,NA,NA,M,NA,NA,C,NA,P,NA,NA,NA,C,C,NA,NA,S1.1,S1.2.1.1,230.351,36,NA,NA,Plunging,E,7.3,Low,NA,NA,NA
04/02/0269/A,40,5,SP,5,6B,4,NA,NA,NA,M,NA,NA,C,NA,C,NA,NA,NA,C,C,NA,NA,S1.2.1.1,NA,88.776,26,NA,NA,Plunging,N,7.3,Low,NA,NA,NA
04/02/0270/A,40,1,SP,1,8A,3,NA,NA,NA,N,NA,NA,C,NA,C,NA,NA,NA,C,C,NA,NA,S1.1,NA,68.767,61,NA,NA,Surging,N,7.3,Low,NA,NA,NA
04/02/0271/A,42,7,SP,7,9A,4,NA,NA,NA,M,NA,NA,NA,NA,NA,NA,NA,NA,C,C,NA,NA,S1.2.2.2,NA,154.568,10,NA,NA,Plunging,N,7.3,Low,NA,NA,NA
04/02/0272/A,40,4,SP,4,8A,4,NA,NA,NA,M,NA,NA,P,P,P,NA,NA,NA,C,P,NA,NA,S1.1,S1.2.2.2,72.077,12,NA,NA,Plunging,N,7.3,Low,NA,NA,NA
04/02/0273/A,42,6,SP,6,5,5,NA,NA,NA,N,NA,NA,P,NA,P,NA,NA,NA,C,C,NA,NA,S1.2.1.2.1,NA,121.926,12,NA,NA,Plunging,N,7.3,Low,NA,NA,NA
04/02/0274/A,42,3,SP,3,8A,5,NA,NA,N,N,NA,NA,P,NA,P,NA,NA,NA,C,C,NA,NA,S1.1,S1.2.1.2.1,170.775,10,NA,NA,Plunging,N,7.3,Low,NA,NA,NA
04/02/0275/A,40,6,SP,6,8D,5,NA,NA,NA,N,NA,NA,NA,NA,C,NA,NA,NA,C,C,NA,NA,S1.2.1.2.1,NA,81.986,15,NA,NA,Plunging,N,7.3,Low,NA,NA,NA
04/02/0276/A,42,6,SP,6,8D,5,NA,NA,NA,M,NA,NA,C,NA,C,NA,NA,NA,C,C,NA,NA,S1.2.1.2.1,NA,92.727,10,NA,NA,Plunging,NW,7.3,Low,NA,NA,NA
04/02/0277/A,40,1,SP,1,8A,3,NA,NA,NA,M,NA,NA,C,P,NA,NA,NA,NA,C,C,NA,NA,S1.1,NA,108.301,61,NA,NA,Surging,NW,7.3,Low,NA,NA,NA
04/02/0278/A,40,3,SP,3,8A,5,NA,NA,NA,M,NA,NA,C,P,C,NA,NA,NA,C,C,NA,NA,S1.1,S1.2.1.2.1,229.651,20,NA,NA,Plunging,NW,7.3,Low,NA,NA,NA
04/02/0279/A,50,6,P,6,5,5,NA,P,NA,N,NA,NA,NA,NA,C,NA,NA,NA,C,P,NA,NA,S1.2.1.2.1,NA,244.406,10,NA,NA,Plunging,N,7.3,Low,NA,NA,NA
04/02/0280/A,50,3,P,3,8A,5,NA,NA,N,N,NA,NA,P,NA,C,NA,NA,NA,C,C,NA,NA,S1.1,S1.2.1.2.1,232.192,16,NA,NA,Plunging,NE,7.3,Low,NA,NA,NA
04/02/0281/A,50,2,P,2,6B,4,NA,NA,NA,M,NA,NA,P,NA,C,NA,NA,NA,C,C,NA,NA,S1.1,S1.2.1.1,124.914,25,NA,NA,Plunging,N,7.3,Low,NA,NA,NA
04/02/0282/A,40,3,SP,3,8D,5,NA,NA,NA,M,NA,NA,C,NA,C,NA,NA,NA,C,C,NA,NA,S1.1,S1.2.1.2.1,227.553,20,NA,NA,Plunging,NW,7.3,Low,NA,NA,NA
04/02/0283/A,50,6,P,6,5,5,NA,NA,NA,N,NA,NA,P,C,C,NA,NA,NA,C,P,NA,NA,S1.2.1.2.1,NA,90.925,10,NA,NA,Plunging,N,7.3,Low,NA,NA,NA
04/02/0284/A,40,3,SP,3,8D,5,NA,NA,NA,M,NA,NA,C,NA,C,NA,NA,NA,C,C,NA,NA,S1.1,S1.2.1.2.1,151.655,20,NA,NA,Plunging,N,7.3,Low,NA,NA,NA
04/02/0285/A,40,2,SP,2,8A,4,NA,NA,NA,M,NA,NA,C,P,C,NA,NA,NA,C,C,NA,NA,S1.1,S1.2.1.1,82.846,31,NA,NA,Plunging,NW,7.3,Low,NA,NA,NA
04/02/0285/B,40,3,SP,3,8A,5,NA,NA,NA,N,NA,NA,C,NA,C,NA,NA,NA,C,C,NA,NA,S1.1,S1.2.1.2.1,98.615,20,NA,NA,Plunging,NW,7.3,Low,NA,NA,NA
04/02/0286/A,50,6,P,6,5,5,NA,NA,N,N,NA,NA,P,NA,C,NA,NA,NA,C,C,NA,NA,S1.2.1.2.1,NA,297.968,14,NA,NA,Plunging,N,7.3,Low,NA,NA,NA
04/02/0287/A,40,3,SP,3,6B,5,NA,NA,NA,N,NA,NA,C,NA,C,NA,NA,NA,C,C,NA,NA,S1.1,S1.2.1.2.1,159.915,20,NA,NA,Plunging,NE,7.3,Low,NA,NA,NA
04/02/0288/A,50,6,P,6,5,5,NA,NA,NA,N,NA,NA,P,NA,C,NA,NA,NA,C,C,NA,NA,S1.2.1.2.1,NA,163.983,15,NA,NA,Plunging,NW,7.3,Low,NA,NA,NA
04/02/0288/B,50,7,P,7,9A,5,NA,NA,NA,N,NA,NA,P,NA,C,NA,NA,NA,C,C,NA,NA,S1.2.2.2,NA,148.224,8,NA,NA,Plunging,N,7.3,Low,NA,NA,NA
04/02/0288/C,50,6,P,6,5,5,NA,NA,NA,N,NA,NA,P,NA,C,NA,NA,NA,C,C,NA,NA,S1.2.1.2.1,NA,399.211,16,NA,NA,Plunging,N,7.3,Low,NA,NA,NA
04/02/0289/A,51,6,P,6,9A,5,NA,P,NA,NA,NA,NA,NA,NA,C,NA,NA,NA,P,C,NA,NA,S1.2.1.2.1,NA,144.762,6,NA,NA,Spilling,NE,7.3,Low,NA,NA,NA
04/02/0290/A,51,3,P,3,8A,5,NA,NA,NA,M,NA,NA,C,NA,P,NA,NA,NA,C,C,NA,NA,S1.1,S1.2.1.2.1,159.703,18,NA,NA,Plunging,N,7.3,Low,NA,NA,NA
04/02/0291/A,51,6,P,6,5,5,NA,NA,NA,N,NA,NA,NA,NA,P,NA,NA,P,C,C,NA,NA,S1.2.1.2.1,NA,295.474,16,NA,NA,Plunging,NW,7.3,Low,NA,NA,NA
04/02/0292/A,51,7,P,7,9A,5,NA,P,N,NA,NA,NA,NA,NA,P,NA,NA,P,NA,C,NA,NA,S1.2.2.2,NA,804.453,1,NA,NA,Spilling,N,7.3,Low,NA,NA,NA
04/02/0293/A,51,6,P,6,9A,5,NA,NA,NA,N,NA,NA,P,NA,P,NA,NA,NA,NA,C,NA,NA,S1.2.1.2.1,NA,303.77,8,NA,NA,Spilling,N,7.3,Low,NA,NA,NA
04/02/0294/A,50,7,P,7,9A,4,NA,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,C,C,NA,NA,S1.2.2.2,NA,247.976,9,NA,NA,Plunging,N,7.4,Low,NA,NA,NA
04/02/0295/A,51,4,P,4,9A,4,NA,NA,N,N,NA,NA,NA,NA,P,NA,NA,NA,C,C,NA,NA,S1.1,S1.2.2.2,229.589,7,NA,NA,Spilling,NW,7.4,Low,NA,NA,NA
04/02/0296/A,50,7,P,7,9A,4,NA,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,C,C,NA,NA,S1.2.2.2,NA,146.257,6,NA,NA,Spilling,N,7.4,Low,NA,NA,NA
04/02/0297/A,50,3,P,3,9A,4,NA,NA,N,N,NA,NA,NA,NA,NA,NA,NA,NA,C,P,NA,NA,S1.1,S1.2.1.2.1,487.687,16,NA,NA,Plunging,N,7.4,Low,NA,NA,NA
04/02/0298/A,50,3,P,3,8A,5,NA,NA,NA,N,NA,NA,NA,NA,C,NA,NA,NA,C,C,NA,NA,S1.1,S1.2.1.2.1,817.738,19,NA,NA,Plunging,N,7.4,Low,NA,NA,NA
04/02/0299/A,50,6,P,6,9A,5,NA,P,NA,N,NA,NA,NA,C,P,NA,NA,NA,C,C,NA,NA,S1.2.1.2.1,NA,316.416,10,NA,NA,Plunging,N,7.4,Low,NA,NA,NA
04/02/0300/A,50,6,P,6,9A,5,NA,NA,NA,N,NA,NA,P,C,C,C,NA,NA,C,C,NA,NA,S1.2.1.2.1,NA,238.349,10,NA,NA,Plunging,S,7.4,Low,NA,NA,NA
04/02/0301/A,50,6,P,6,8B,5,NA,NA,NA,N,NA,NA,NA,NA,C,NA,NA,NA,C,C,NA,NA,S1.2.1.2.1,NA,102.182,19,NA,NA,Plunging,S,7.4,Low,NA,NA,NA
04/02/0302/A,50,3,P,3,6B,5,NA,NA,NA,N,NA,NA,NA,NA,C,NA,NA,NA,P,C,NA,NA,S1.1,S1.2.1.2.1,145.02,22,NA,NA,Plunging,S,7.4,Low,NA,NA,NA
04/02/0303/A,41,3,SP,3,9A,5,NA,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,C,C,NA,NA,S1.1,S1.2.1.2.1,74.299,10,NA,NA,Plunging,E,7.4,Low,NA,NA,NA
04/02/0304/A,40,7,SP,7,9A,4,NA,NA,N,N,NA,NA,NA,NA,P,NA,NA,NA,C,C,NA,NA,S1.2.2.2,NA,395.772,4,NA,NA,Spilling,E,7.4,Low,NA,NA,NA
04/02/0305/A,40,3,SP,3,9A,5,NA,NA,NA,N,NA,NA,P,NA,C,NA,NA,NA,C,C,NA,NA,S1.1,S1.2.1.2.1,135.297,14,NA,NA,Plunging,S,7.4,Low,NA,NA,NA
04/02/0306/A,51,7,P,7,9A,4,NA,NA,N,NA,NA,NA,P,NA,C,NA,NA,NA,C,C,NA,NA,S1.2.2.2,NA,199.064,4,NA,NA,Spilling,E,7.4,Low,NA,NA,NA
04/02/0307/A,51,7,P,7,9A,4,NA,NA,N,NA,NA,NA,NA,NA,C,NA,NA,NA,C,C,NA,NA,S1.2.2.2,NA,422.363,10,NA,NA,Plunging,S,7.4,Low,NA,NA,NA
04/02/0308/A,50,6,P,6,5,5,NA,NA,NA,N,NA,NA,NA,NA,P,NA,NA,NA,C,C,NA,NA,S1.2.1.2.1,NA,278.255,19,NA,NA,Plunging,S,7.4,Low,NA,NA,NA
04/02/0309/A,51,7,P,7,9A,4,NA,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,C,C,NA,NA,S1.2.2.2,NA,500.697,8,NA,NA,Spilling,S,7.4,Low,NA,NA,NA
04/02/0310/A,51,7,P,7,9A,4,NA,NA,N,NA,NA,NA,NA,NA,P,NA,NA,C,NA,C,NA,NA,S1.2.2.2,NA,69.975,4,NA,NA,Spilling,W,7.3,Low,NA,NA,NA
04/02/0311/A,41,7,SP,7,9A,4,NA,NA,NA,M,NA,NA,P,NA,C,NA,NA,NA,P,C,NA,NA,S1.2.2.2,NA,227.388,4,NA,NA,Spilling,SE,7.3,Low,NA,NA,NA
04/02/0312/A,41,6,SP,6,5,5,NA,NA,N,NA,NA,NA,P,NA,P,NA,NA,NA,C,C,NA,NA,S1.2.1.2.1,NA,575.984,10,NA,NA,Plunging,SE,7.3,Low,NA,NA,NA
04/02/0313/A,51,7,P,7,9A,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P,C,NA,NA,S1.2.2.2,NA,20.783,4,NA,NA,Spilling,S,7.3,Low,NA,NA,NA
04/02/0314/A,40,6,SP,6,5,5,NA,NA,NA,M,NA,NA,P,NA,C,NA,NA,NA,C,C,NA,NA,S1.2.1.2.1,NA,177.531,14,NA,NA,Plunging,SW,7.3,Low,NA,NA,NA
04/02/0315/A,40,6,SP,6,5,5,NA,NA,NA,N,NA,NA,NA,NA,C,NA,NA,NA,C,C,NA,NA,S1.2.1.2.1,NA,91.839,18,NA,NA,Plunging,W,7.3,Low,NA,NA,NA
04/02/0316/A,40,3,SP,3,6B,5,NA,NA,NA,M,NA,NA,P,NA,C,NA,NA,NA,C,C,NA,NA,S1.1,S1.2.1.2.1,189.114,10,NA,NA,Plunging,S,7.3,Low,NA,NA,NA
04/02/0317/A,40,6,SP,6,5,5,NA,NA,NA,M,NA,NA,C,NA,C,NA,NA,NA,C,C,NA,NA,S1.2.1.2.1,NA,351.707,15,NA,NA,Plunging,E,7.3,Low,NA,NA,NA
04/02/0318/A,51,6,P,6,9A,5,NA,NA,N,N,NA,NA,NA,P,P,NA,NA,C,C,C,NA,NA,S1.2.1.2.1,NA,353.384,2,NA,NA,Spilling,E,7.3,Low,NA,NA,NA
04/02/0319/A,40,3,SP,3,8A,5,NA,NA,NA,M,NA,NA,C,NA,C,NA,NA,NA,C,C,NA,NA,S1.1,S1.2.1.2.1,39.716,7,NA,NA,Plunging,E,7.3,Low,NA,NA,NA
04/02/0320/A,40,6,SP,6,9A,5,NA,NA,M,NA,NA,NA,C,NA,C,NA,NA,NA,C,C,NA,NA,S1.2.1.2.1,NA,236.863,10,NA,NA,Plunging,E,7.3,Low,NA,NA,NA
04/02/0321/A,40,3,SP,3,8A,5,NA,NA,NA,M,NA,NA,C,NA,P,NA,NA,NA,C,C,NA,NA,S1.1,S1.2.1.2.1,185.064,15,NA,NA,Plunging,SE,7.3,Low,NA,NA,NA
04/02/0322/A,40,3,SP,3,8A,5,NA,NA,NA,M,NA,NA,C,P,NA,NA,NA,NA,C,C,NA,NA,S1.1,S1.2.1.2.1,151.103,13,NA,NA,Plunging,N,7.3,Low,NA,NA,NA
04/02/0323/A,42,6,SP,6,9A,5,NA,C,NA,NA,NA,NA,P,P,NA,NA,NA,NA,C,NA,NA,NA,S1.2.1.2.1,NA,153.685,10,NA,NA,Plunging,N,7.3,Low,NA,NA,NA
04/02/0324/A,50,6,P,6,5,5,NA,P,M,M,NA,NA,C,NA,P,NA,NA,NA,C,C,NA,NA,S1.2.1.2.1,NA,137.099,10,NA,NA,Plunging,E,7.4,Low,NA,NA,NA
04/02/0325/A,40,3,SP,3,8A,4,NA,NA,NA,M,NA,NA,C,NA,P,NA,NA,NA,C,C,NA,NA,S1.1,S1.2.1.2.1,124.544,15,NA,NA,Plunging,N,7.4,Low,NA,NA,NA
04/02/0326/A,40,3,SP,3,8A,4,NA,NA,NA,M,NA,NA,C,NA,P,NA,NA,NA,C,C,NA,NA,S1.1,S1.2.1.2.1,505.467,19,NA,NA,Plunging,N,7.4,Low,NA,NA,NA
04/02/0327/A,40,2,SP,2,8A,4,NA,NA,NA,M,NA,NA,C,NA,P,NA,NA,NA,C,C,NA,NA,S1.1,S1.2.1.1,133.523,26,NA,NA,Collapsing,N,7.4,Low,NA,NA,NA
04/02/0328/A,42,7,SP,7,7,4,NA,NA,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,P,NA,NA,S1.2.2.2,NA,109.174,8,NA,NA,Plunging,NW,7.4,Low,NA,NA,NA
04/02/0328/B,42,3,SP,3,5,4,NA,NA,NA,M,NA,NA,NA,NA,P,NA,NA,NA,C,C,NA,NA,S1.1,S1.2.1.2.1,182.425,12,NA,NA,Plunging,NW,7.4,Low,NA,NA,NA
04/02/0329/A,40,7,SP,7,5,4,NA,NA,NA,M,NA,NA,NA,NA,NA,NA,NA,NA,C,C,NA,NA,S1.2.2.2,NA,221.73,12,NA,NA,Plunging,N,7.4,Low,NA,NA,NA
04/02/0330/A,40,3,SP,3,8A,4,NA,NA,NA,M,NA,NA,C,NA,NA,NA,NA,NA,C,C,NA,NA,S1.1,S1.2.1.2.1,82.475,25,NA,NA,Collapsing,N,7.4,Low,NA,NA,NA
04/02/0331/A,42,7,SP,7,7,4,NA,NA,M,M,NA,NA,NA,NA,NA,NA,NA,NA,C,NA,NA,NA,S1.2.2.2,NA,352.825,10,NA,NA,Plunging,N,7.4,Low,NA,NA,NA
04/02/0332/A,51,3,P,3,8A,5,NA,NA,NA,N,NA,NA,P,NA,NA,NA,NA,NA,C,C,NA,NA,S1.1,S1.2.1.2.1,344.604,16,NA,NA,Plunging,S,7.4,Low,NA,NA,NA
04/02/0333/A,40,3,SP,3,5,4,NA,NA,NA,M,NA,NA,NA,NA,P,NA,NA,NA,C,C,NA,NA,S1.1,S1.2.1.2.1,129.002,8,NA,NA,Plunging,NE,7.4,Low,NA,NA,NA
04/02/0334/A,41,3,SP,3,8A,4,NA,NA,NA,M,NA,NA,NA,P,P,NA,NA,NA,C,C,NA,NA,S1.1,S1.2.1.2.1,324.575,8,NA,NA,Plunging,N,7.4,Low,NA,NA,NA
04/02/0335/A,40,6,SP,6,7,4,NA,NA,NA,M,NA,NA,P,NA,P,C,NA,NA,C,C,NA,NA,S1.2.1.2.1,NA,33.516,8,NA,NA,Plunging,NE,7.4,Low,NA,NA,NA
04/02/0336/A,40,2,SP,2,8A,4,NA,NA,NA,M,NA,NA,P,NA,C,NA,NA,NA,C,C,NA,NA,S1.1,S1.2.1.1,300.675,5,NA,NA,Plunging,N,7.4,Low,NA,NA,NA
04/02/0337/A,42,6,SP,6,8A,4,NA,NA,NA,M,NA,NA,C,NA,NA,NA,NA,NA,C,P,NA,NA,S1.2.1.2.1,NA,105.129,10,NA,NA,Plunging,W,7.4,Low,NA,NA,NA
04/02/0338/A,30,3,SE,3,8D,4,NA,NA,NA,M,NA,NA,P,NA,C,NA,NA,NA,C,C,NA,NA,S1.1,S1.2.1.2.1,270.397,25,NA,NA,Collapsing,N,7.4,Low,NA,NA,NA
04/02/0339/A,30,3,SE,3,8A,4,NA,NA,NA,M,NA,NA,P,NA,P,NA,NA,NA,C,C,NA,NA,S1.1,S1.2.1.2.1,340.966,15,NA,NA,Plunging,W,7.4,Low,NA,NA,NA
04/02/0340/A,40,3,SP,3,8D,5,NA,NA,NA,M,NA,NA,C,NA,C,NA,NA,NA,C,C,NA,NA,S1.1,S1.2.1.2.1,196.8,19,NA,NA,Plunging,SW,7.4,Low,NA,NA,NA
04/02/0341/A,40,3,SP,3,5,2,NA,NA,NA,N,NA,NA,P,NA,P,NA,NA,NA,C,C,NA,NA,S1.1,S1.2.1.2.1,123.3,37,NA,NA,Surging,N,7.4,Low,NA,NA,NA
04/02/0342/A,40,6,SP,6,7,5,NA,P,NA,M,NA,NA,NA,NA,NA,NA,NA,NA,C,P,NA,NA,S1.2.1.2.1,NA,158.415,10,NA,NA,Plunging,N,7.4,Low,NA,NA,NA
04/02/0343/A,40,2,SP,2,6B,4,NA,NA,NA,N,NA,NA,P,NA,P,NA,NA,NA,C,C,NA,NA,S1.1,S1.2.1.1,237.826,22,NA,NA,Plunging,NE,7.4,Low,NA,NA,NA
04/02/0344/A,30,3,SE,3,5,4,NA,NA,NA,M,NA,NA,NA,NA,C,NA,NA,NA,C,C,NA,NA,S1.1,S1.2.1.2.1,182.226,32,NA,NA,Collapsing,NW,7.4,Low,NA,NA,NA
04/02/0345/A,41,6,SP,6,7,4,NA,C,NA,NA,NA,NA,C,P,C,NA,NA,NA,C,P,NA,NA,S1.2.1.2.1,NA,72.584,9,NA,NA,Plunging,NW,7.4,Low,NA,NA,NA
04/02/0346/A,41,6,SP,6,7,4,NA,C,NA,N,NA,NA,C,P,NA,NA,NA,NA,C,NA,NA,NA,S1.2.1.2.1,NA,293.472,10,NA,NA,Plunging,N,7.4,Low,NA,NA,NA
04/02/0347/A,40,3,SP,3,5,4,NA,NA,NA,M,NA,NA,C,NA,P,NA,NA,NA,C,C,NA,NA,S1.1,S1.2.1.2.1,158.478,25,NA,NA,Collapsing,N,7.4,Low,NA,NA,NA
04/02/0348/A,40,1,SP,1,2A,2,NA,NA,NA,M,NA,NA,C,NA,P,NA,NA,NA,C,C,NA,NA,S1.1,NA,172.801,37,NA,NA,Surging,N,7.4,Low,NA,NA,NA
04/02/0349/A,42,6,SP,6,5,4,NA,NA,NA,M,NA,NA,P,NA,NA,NA,NA,NA,C,C,NA,NA,S1.2.1.2.1,NA,166.644,13,NA,NA,Plunging,N,7.4,Low,NA,NA,NA
04/02/0350/A,40,3,SP,3,6B,4,NA,NA,NA,N,NA,NA,C,NA,P,NA,NA,NA,C,C,NA,NA,S1.1,S1.2.1.2.1,382.768,17,NA,NA,Plunging,NE,7.4,Low,NA,NA,NA
04/02/0351/A,40,3,SP,3,5,2,NA,NA,NA,M,NA,NA,C,C,P,NA,NA,NA,C,C,NA,NA,S1.1,S1.2.1.2.1,270.926,32,NA,NA,Collapsing,NW,7.4,Low,NA,NA,NA
04/02/0352/A,30,3,SE,3,5,4,NA,NA,NA,M,NA,NA,P,NA,NA,NA,NA,NA,C,C,NA,NA,S1.1,S1.2.1.2.1,97.28,16,NA,NA,Plunging,NW,7.4,Low,NA,NA,NA
04/02/0352/B,30,1,SE,1,2A,2,NA,NA,NA,M,NA,NA,P,NA,P,NA,NA,NA,C,C,NA,NA,S1.1,NA,145.03,25,NA,NA,Collapsing,NW,7.4,Low,NA,NA,NA
04/02/0353/A,42,6,SP,6,5,4,NA,NA,NA,M,NA,NA,NA,NA,NA,NA,NA,NA,C,NA,NA,NA,S1.2.1.2.1,NA,199.541,12,NA,NA,Plunging,NW,7.4,Low,NA,NA,NA
04/02/0354/A,30,1,SE,1,2A,2,NA,NA,NA,M,NA,NA,C,P,NA,NA,NA,NA,C,C,NA,NA,S1.1,NA,170.749,17,NA,NA,Plunging,NW,7.4,Low,NA,NA,NA
04/02/0355/A,30,6,SE,6,5,4,NA,NA,NA,M,NA,NA,NA,NA,P,NA,NA,NA,C,NA,NA,NA,S1.2.1.2.1,NA,408.828,15,NA,NA,Plunging,W,7.4,Low,NA,NA,NA
04/02/0355/B,30,1,SE,1,1A,2,NA,NA,NA,M,NA,NA,C,P,NA,NA,NA,NA,C,C,NA,NA,S1.1,NA,175.173,25,NA,NA,Collapsing,W,7.4,Low,NA,NA,NA
04/02/0355/C,30,3,SE,3,5,4,NA,NA,NA,M,NA,NA,NA,NA,P,NA,NA,NA,C,NA,NA,NA,S1.1,S1.2.1.2.1,121.382,16,NA,NA,Plunging,W,7.4,Low,NA,NA,NA
04/02/0356/A,30,3,SE,3,5,4,NA,NA,NA,M,NA,NA,C,NA,P,NA,NA,NA,C,C,NA,NA,S1.1,S1.2.1.2.1,781.198,19,NA,NA,Plunging,W,7.4,Low,NA,NA,NA
04/02/0357/A,42,3,SP,3,5,4,NA,NA,NA,M,NA,NA,C,P,C,NA,NA,NA,C,C,NA,NA,S1.1,S1.2.1.2.1,82.813,25,NA,NA,Collapsing,SW,7.4,Low,NA,NA,NA
04/02/0358/A,40,6,SP,6,5,4,NA,P,NA,M,NA,NA,P,NA,C,NA,NA,NA,C,P,NA,NA,S1.2.1.2.1,NA,131.83,13,NA,NA,Plunging,SW,7.4,Low,NA,NA,NA
04/02/0359/A,42,2,SP,2,6B,4,NA,NA,NA,M,NA,NA,C,NA,P,NA,NA,NA,C,C,NA,NA,S1.1,S1.2.1.1,128.683,25,NA,NA,Collapsing,SW,7.4,Low,NA,NA,NA
04/02/0360/A,40,3,SP,3,5,5,NA,C,NA,M,NA,NA,P,NA,C,NA,NA,NA,C,P,NA,NA,S1.1,S1.2.1.2.1,246.904,13,NA,NA,Plunging,S,7.4,Low,NA,NA,NA
04/02/0361/A,41,6,SP,6,9A,5,NA,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,C,NA,NA,S1.2.1.2.1,NA,75.917,9,NA,NA,Plunging,E,7.4,Low,NA,NA,NA
04/02/0362/A,53,7,P,7,9A,5,NA,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,NA,C,NA,NA,S1.2.2.2,NA,108.377,6,NA,NA,Spilling,E,7.4,Low,NA,NA,NA
04/02/0363/A,51,7,P,7,9A,5,NA,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,NA,C,NA,NA,S1.2.2.2,NA,149.014,7,NA,NA,Spilling,SE,7.4,Low,NA,NA,NA
